version,id,step,world_index,phase,N,history_length,known_count,rejected
v2,162,18,1,late,16,252,15,0
v1,452,14,0,late,16,187,14,0
v1,452,14,1,late,16,187,14,0
v2,452,14,0,late,16,187,14,0
v2,452,14,1,late,16,187,14,0
v1,388,20,0,late,16,270,15,0
v1,388,20,1,late,16,270,15,0
v2,388,20,0,late,16,270,15,0
v2,388,20,1,late,16,270,15,0
v1,181,14,0,late,16,245,14,1
v1,181,14,1,late,16,245,14,1
v2,181,14,0,late,16,245,14,0
v2,181,14,1,late,16,245,14,0
v1,16,11,0,late,16,181,11,0
v1,16,11,1,late,16,181,11,0
v2,16,11,0,late,16,181,11,0
v2,16,11,1,late,16,181,11,0
v1,79,14,0,late,16,198,14,0
v1,79,14,1,late,16,198,14,0
v2,79,14,0,late,16,198,14,0
v2,79,14,1,late,16,198,14,0
v1,148,16,0,late,16,232,15,0
v1,148,16,1,late,16,232,15,0
v2,148,16,0,late,16,232,15,0
v2,148,16,1,late,16,232,15,0
v1,19,14,0,late,16,208,14,0
v1,19,14,1,late,16,208,14,0
v2,19,14,0,late,16,208,14,0
v2,19,14,1,late,16,208,14,0
v1,147,18,0,late,16,262,11,0
v1,147,18,1,late,16,262,11,0
v2,147,18,0,late,16,262,11,0
v2,147,18,1,late,16,262,11,0
v1,156,15,0,late,16,254,13,0
v1,156,15,1,late,16,254,13,0
v2,156,15,0,late,16,254,13,0
v2,156,15,1,late,16,254,13,0
v1,316,14,0,late,16,214,12,0
v1,316,14,1,late,16,214,12,0
v2,316,14,0,late,16,214,12,0
v2,316,14,1,late,16,214,12,0
v1,196,16,0,late,16,271,14,0
v1,196,16,1,late,16,271,14,0
v2,196,16,0,late,16,271,14,0
v2,196,16,1,late,16,271,14,0
v1,275,15,0,late,16,225,15,0
v1,275,15,1,late,16,225,15,0
v2,275,15,0,late,16,225,15,0
v2,275,15,1,late,16,225,15,0
v1,386,20,0,late,16,263,15,0
v1,386,20,1,late,16,263,15,0
v2,386,20,0,late,16,263,15,0
v2,386,20,1,late,16,263,15,0
v1,78,20,0,late,16,234,15,0
v1,78,20,1,late,16,234,15,0
v2,78,20,0,late,16,234,15,0
v2,78,20,1,late,16,234,15,0
v1,142,19,0,late,16,277,15,0
v1,142,19,1,late,16,277,15,0
v2,142,19,0,late,16,277,15,0
v2,142,19,1,late,16,277,15,0
v1,311,12,0,late,16,189,15,0
v1,311,12,1,late,16,189,15,0
v2,311,12,0,late,16,189,15,0
v2,311,12,1,late,16,189,15,0
v1,255,13,0,late,16,207,14,1
v1,255,13,1,late,16,207,14,0
v2,255,13,0,late,16,207,14,0
v2,255,13,1,late,16,207,14,0
v1,112,19,0,late,16,274,15,0
v1,112,19,1,late,16,274,15,0
v2,112,19,0,late,16,274,15,0
v2,112,19,1,late,16,274,15,0
v1,443,20,0,late,16,230,15,0
v1,443,20,1,late,16,230,15,0
v2,443,20,0,late,16,230,15,0
v2,443,20,1,late,16,230,15,0
v1,405,18,0,late,16,243,15,0
v1,405,18,1,late,16,243,15,0
v2,405,18,0,late,16,243,15,0
v2,405,18,1,late,16,243,15,0
v1,416,17,0,late,16,234,15,0
v1,416,17,1,late,16,234,15,0
v2,416,17,0,late,16,234,15,0
v2,416,17,1,late,16,234,15,0
v1,425,13,0,late,16,215,15,0
v1,425,13,1,late,16,215,15,0
v2,425,13,0,late,16,215,15,0
v2,425,13,1,late,16,215,15,0
v1,345,11,0,late,16,162,14,1
v1,345,11,1,late,16,162,14,0
v2,345,11,0,late,16,162,14,0
v2,345,11,1,late,16,162,14,0
v1,224,18,0,late,16,220,13,0
v1,224,18,1,late,16,220,13,0
v2,224,18,0,late,16,220,13,0
v2,224,18,1,late,16,220,13,0
v1,245,14,0,late,16,206,15,0
v1,245,14,1,late,16,206,15,0
v2,245,14,0,late,16,206,15,0
v2,245,14,1,late,16,206,15,0
v1,101,22,0,late,16,306,15,0
v1,101,22,1,late,16,306,15,0
v2,101,22,0,late,16,306,15,0
v2,101,22,1,late,16,306,15,0
v1,445,15,0,late,16,241,14,0
v1,445,15,1,late,16,241,14,0
v2,445,15,0,late,16,241,14,0
v2,445,15,1,late,16,241,14,0
v1,203,15,0,late,16,252,15,1
v1,203,15,1,late,16,252,15,0
v2,203,15,0,late,16,252,15,0
v2,203,15,1,late,16,252,15,0
v1,211,14,0,late,16,210,13,0
v1,211,14,1,late,16,210,13,1
v2,211,14,0,late,16,210,13,0
v2,211,14,1,late,16,210,13,0
v1,81,14,0,late,16,218,11,0
v1,81,14,1,late,16,218,11,0
v2,81,14,0,late,16,218,11,0
v2,81,14,1,late,16,218,11,0
v1,192,14,0,late,16,188,15,0
v1,192,14,1,late,16,188,15,0
v2,192,14,0,late,16,188,15,0
v2,192,14,1,late,16,188,15,0
v1,164,20,0,late,16,289,14,0
v1,164,20,1,late,16,289,14,0
v2,164,20,0,late,16,289,14,0
v2,164,20,1,late,16,289,14,0
v1,236,18,0,late,16,259,13,0
v1,236,18,1,late,16,259,13,0
v2,236,18,0,late,16,259,13,0
v2,236,18,1,late,16,259,13,0
v1,125,14,0,late,16,218,15,0
v1,125,14,1,late,16,218,15,0
v2,125,14,0,late,16,218,15,0
v2,125,14,1,late,16,218,15,0
v1,247,16,0,late,16,231,15,1
v1,247,16,1,late,16,231,15,1
v2,247,16,0,late,16,231,15,0
v2,247,16,1,late,16,231,15,0
v1,339,19,0,late,16,214,15,1
v1,339,19,1,late,16,214,15,0
v2,339,19,0,late,16,214,15,0
v2,339,19,1,late,16,214,15,0
v1,71,16,0,late,16,230,15,0
v1,71,16,1,late,16,230,15,0
v2,71,16,0,late,16,230,15,0
v2,71,16,1,late,16,230,15,0
v1,473,16,0,late,16,248,14,0
v1,473,16,1,late,16,248,14,0
v2,473,16,0,late,16,248,14,0
v2,473,16,1,late,16,248,14,0
v1,266,19,0,late,16,260,15,0
v1,266,19,1,late,16,260,15,0
v2,266,19,0,late,16,260,15,0
v2,266,19,1,late,16,260,15,0
v1,364,15,0,late,16,229,12,0
v1,364,15,1,late,16,229,12,1
v2,364,15,0,late,16,229,12,0
v2,364,15,1,late,16,229,12,0
v1,469,15,0,late,16,265,14,0
v1,469,15,1,late,16,265,14,0
v2,469,15,0,late,16,265,14,0
v2,469,15,1,late,16,265,14,0
v1,268,10,0,late,16,154,12,0
v1,268,10,1,late,16,154,12,0
v2,268,10,0,late,16,154,12,0
v2,268,10,1,late,16,154,12,0
v1,257,19,0,late,16,244,15,0
v1,257,19,1,late,16,244,15,0
v2,257,19,0,late,16,244,15,0
v2,257,19,1,late,16,244,15,0
v1,275,12,0,late,16,198,14,0
v1,275,12,1,late,16,198,14,0
v2,275,12,0,late,16,198,14,0
v2,275,12,1,late,16,198,14,0
v1,256,16,0,late,16,239,13,0
v1,256,16,1,late,16,239,13,0
v2,256,16,0,late,16,239,13,0
v2,256,16,1,late,16,239,13,0
v1,481,14,0,late,16,208,15,1
v1,481,14,1,late,16,208,15,0
v2,481,14,0,late,16,208,15,0
v2,481,14,1,late,16,208,15,0
v1,246,16,0,late,16,228,15,0
v1,246,16,1,late,16,228,15,1
v2,246,16,0,late,16,228,15,0
v2,246,16,1,late,16,228,15,0
v1,129,16,0,late,16,213,15,0
v1,129,16,1,late,16,213,15,1
v2,129,16,0,late,16,213,15,0
v2,129,16,1,late,16,213,15,0
v1,28,17,0,late,16,240,12,0
v1,28,17,1,late,16,240,12,0
v2,28,17,0,late,16,240,12,0
v2,28,17,1,late,16,240,12,0
v1,14,15,0,late,16,247,13,0
v1,14,15,1,late,16,247,13,0
v2,14,15,0,late,16,247,13,0
v2,14,15,1,late,16,247,13,0
v1,102,10,0,late,16,188,13,0
v1,102,10,1,late,16,188,13,0
v2,102,10,0,late,16,188,13,0
v2,102,10,1,late,16,188,13,0
v1,10,10,0,late,16,167,14,0
v1,10,10,1,late,16,167,14,0
v2,10,10,0,late,16,167,14,0
v2,10,10,1,late,16,167,14,0
v1,48,13,0,late,16,185,14,0
v1,48,13,1,late,16,185,14,1
v2,48,13,0,late,16,185,14,0
v2,48,13,1,late,16,185,14,0
v1,354,12,0,late,16,180,13,1
v1,354,12,1,late,16,180,13,1
v2,354,12,0,late,16,180,13,0
v2,354,12,1,late,16,180,13,0
v1,39,20,0,late,16,223,14,0
v1,39,20,1,late,16,223,14,1
v2,39,20,0,late,16,223,14,0
v2,39,20,1,late,16,223,14,0
v1,412,15,0,late,16,212,15,0
v1,412,15,1,late,16,212,15,0
v2,412,15,0,late,16,212,15,0
v2,412,15,1,late,16,212,15,0
v1,314,15,0,late,16,222,15,0
v1,314,15,1,late,16,222,15,1
v2,314,15,0,late,16,222,15,0
v2,314,15,1,late,16,222,15,0
v1,107,15,0,late,16,245,15,0
v1,107,15,1,late,16,245,15,1
v2,107,15,0,late,16,245,15,0
v2,107,15,1,late,16,245,15,0
v1,232,15,0,late,16,228,15,0
v1,232,15,1,late,16,228,15,1
v2,232,15,0,late,16,228,15,0
v2,232,15,1,late,16,228,15,0
v1,113,15,0,late,16,238,15,0
v1,113,15,1,late,16,238,15,0
v2,113,15,0,late,16,238,15,0
v2,113,15,1,late,16,238,15,0
v1,251,17,0,late,16,267,13,0
v1,251,17,1,late,16,267,13,0
v2,251,17,0,late,16,267,13,0
v2,251,17,1,late,16,267,13,0
v1,290,17,0,late,16,233,15,0
v1,290,17,1,late,16,233,15,0
v2,290,17,0,late,16,233,15,0
v2,290,17,1,late,16,233,15,0
v1,216,14,0,late,16,164,15,0
v1,216,14,1,late,16,164,15,0
v2,216,14,0,late,16,164,15,0
v2,216,14,1,late,16,164,15,0
v1,127,17,0,late,16,259,14,0
v1,127,17,1,late,16,259,14,0
v2,127,17,0,late,16,259,14,0
v2,127,17,1,late,16,259,14,0
v1,367,12,0,late,16,182,13,0
v1,367,12,1,late,16,182,13,0
v2,367,12,0,late,16,182,13,0
v2,367,12,1,late,16,182,13,0
v1,288,20,0,late,16,301,15,0
v1,288,20,1,late,16,301,15,0
v2,288,20,0,late,16,301,15,0
v2,288,20,1,late,16,301,15,0
v1,394,14,0,late,16,187,14,0
v1,394,14,1,late,16,187,14,0
v2,394,14,0,late,16,187,14,0
v2,394,14,1,late,16,187,14,0
v1,466,16,0,late,16,216,12,0
v1,466,16,1,late,16,216,12,0
v2,466,16,0,late,16,216,12,0
v2,466,16,1,late,16,216,12,0
v1,507,19,0,late,16,272,14,1
v1,507,19,1,late,16,272,14,0
v2,507,19,0,late,16,272,14,0
v2,507,19,1,late,16,272,14,0
v1,270,16,0,late,16,223,14,0
v1,270,16,1,late,16,223,14,0
v2,270,16,0,late,16,223,14,0
v2,270,16,1,late,16,223,14,0
v1,411,16,0,late,16,224,14,0
v1,411,16,1,late,16,224,14,0
v2,411,16,0,late,16,224,14,0
v2,411,16,1,late,16,224,14,0
v1,10,12,0,late,16,191,14,0
v1,10,12,1,late,16,191,14,0
v2,10,12,0,late,16,191,14,0
v2,10,12,1,late,16,191,14,0
v1,468,17,0,late,16,281,12,0
v1,468,17,1,late,16,281,12,0
v2,468,17,0,late,16,281,12,0
v2,468,17,1,late,16,281,12,0
v1,491,14,0,late,16,225,15,0
v1,491,14,1,late,16,225,15,0
v2,491,14,0,late,16,225,15,0
v2,491,14,1,late,16,225,15,0
v1,423,12,0,late,16,178,15,0
v1,423,12,1,late,16,178,15,0
v2,423,12,0,late,16,178,15,0
v2,423,12,1,late,16,178,15,0
v1,21,10,0,late,16,146,13,0
v1,21,10,1,late,16,146,13,0
v2,21,10,0,late,16,146,13,0
v2,21,10,1,late,16,146,13,0
v1,454,10,0,late,16,191,13,0
v1,454,10,1,late,16,191,13,1
v2,454,10,0,late,16,191,13,0
v2,454,10,1,late,16,191,13,0
v1,391,15,0,late,16,196,15,0
v1,391,15,1,late,16,196,15,0
v2,391,15,0,late,16,196,15,0
v2,391,15,1,late,16,196,15,0
v1,482,12,0,late,16,173,14,0
v1,482,12,1,late,16,173,14,0
v2,482,12,0,late,16,173,14,0
v2,482,12,1,late,16,173,14,0
v1,232,16,0,late,16,234,15,0
v1,232,16,1,late,16,234,15,0
v2,232,16,0,late,16,234,15,0
v2,232,16,1,late,16,234,15,0
v1,115,15,0,late,16,242,13,0
v1,115,15,1,late,16,242,13,0
v2,115,15,0,late,16,242,13,0
v2,115,15,1,late,16,242,13,0
v1,141,22,0,late,16,239,15,0
v1,141,22,1,late,16,239,15,0
v2,141,22,0,late,16,239,15,0
v2,141,22,1,late,16,239,15,0
v1,458,16,0,late,16,171,15,0
v1,458,16,1,late,16,171,15,1
v2,458,16,0,late,16,171,15,0
v2,458,16,1,late,16,171,15,0
v1,54,16,0,late,16,214,15,0
v1,54,16,1,late,16,214,15,0
v2,54,16,0,late,16,214,15,0
v2,54,16,1,late,16,214,15,0
v1,223,17,0,late,16,254,15,0
v1,223,17,1,late,16,254,15,0
v2,223,17,0,late,16,254,15,0
v2,223,17,1,late,16,254,15,0
v1,230,19,0,late,16,235,15,0
v1,230,19,1,late,16,235,15,0
v2,230,19,0,late,16,235,15,0
v2,230,19,1,late,16,235,15,0
v1,326,18,0,late,16,257,15,0
v1,326,18,1,late,16,257,15,0
v2,326,18,0,late,16,257,15,0
v2,326,18,1,late,16,257,15,0
v1,318,9,0,late,16,164,13,0
v1,318,9,1,late,16,164,13,0
v2,318,9,0,late,16,164,13,0
v2,318,9,1,late,16,164,13,0
v1,254,17,0,late,16,187,15,0
v1,254,17,1,late,16,187,15,0
v2,254,17,0,late,16,187,15,0
v2,254,17,1,late,16,187,15,0
v1,141,18,0,late,16,219,15,0
v1,141,18,1,late,16,219,15,0
v2,141,18,0,late,16,219,15,0
v2,141,18,1,late,16,219,15,0
v1,248,16,0,late,16,224,15,0
v1,248,16,1,late,16,224,15,0
v2,248,16,0,late,16,224,15,0
v2,248,16,1,late,16,224,15,0
v1,484,13,0,late,16,203,14,0
v1,484,13,1,late,16,203,14,0
v2,484,13,0,late,16,203,14,0
v2,484,13,1,late,16,203,14,0
v1,230,21,0,late,16,247,15,0
v1,230,21,1,late,16,247,15,1
v2,230,21,0,late,16,247,15,0
v2,230,21,1,late,16,247,15,0
v1,214,14,0,late,16,181,15,0
v1,214,14,1,late,16,181,15,0
v2,214,14,0,late,16,181,15,0
v2,214,14,1,late,16,181,15,0
v1,184,18,0,late,16,241,15,0
v1,184,18,1,late,16,241,15,0
v2,184,18,0,late,16,241,15,0
v2,184,18,1,late,16,241,15,0
v1,240,16,0,late,16,223,15,0
v1,240,16,1,late,16,223,15,0
v2,240,16,0,late,16,223,15,0
v2,240,16,1,late,16,223,15,0
v1,389,14,0,late,16,207,15,0
v1,389,14,1,late,16,207,15,0
v2,389,14,0,late,16,207,15,0
v2,389,14,1,late,16,207,15,0
v1,134,13,0,late,16,203,15,1
v1,134,13,1,late,16,203,15,0
v2,134,13,0,late,16,203,15,0
v2,134,13,1,late,16,203,15,0
v1,141,21,0,late,16,234,15,0
v1,141,21,1,late,16,234,15,0
v2,141,21,0,late,16,234,15,0
v2,141,21,1,late,16,234,15,0
v1,424,18,0,late,16,253,14,0
v1,424,18,1,late,16,253,14,0
v2,424,18,0,late,16,253,14,0
v2,424,18,1,late,16,253,14,0
v1,265,18,0,late,16,295,12,0
v1,265,18,1,late,16,295,12,0
v2,265,18,0,late,16,295,12,0
v2,265,18,1,late,16,295,12,0
v1,324,12,0,late,16,182,13,1
v1,324,12,1,late,16,182,13,0
v2,324,12,0,late,16,182,13,0
v2,324,12,1,late,16,182,13,0
v1,193,16,0,late,16,235,15,0
v1,193,16,1,late,16,235,15,0
v2,193,16,0,late,16,235,15,0
v2,193,16,1,late,16,235,15,0
v1,418,17,0,late,16,230,14,0
v1,418,17,1,late,16,230,14,0
v2,418,17,0,late,16,230,14,0
v2,418,17,1,late,16,230,14,0
v1,20,10,0,late,16,174,14,0
v1,20,10,1,late,16,174,14,0
v2,20,10,0,late,16,174,14,0
v2,20,10,1,late,16,174,14,0
v1,211,13,0,late,16,197,13,0
v1,211,13,1,late,16,197,13,0
v2,211,13,0,late,16,197,13,0
v2,211,13,1,late,16,197,13,0
v1,7,14,0,late,16,224,15,0
v1,7,14,1,late,16,224,15,0
v2,7,14,0,late,16,224,15,0
v2,7,14,1,late,16,224,15,0
v1,331,12,0,late,16,220,10,1
v1,331,12,1,late,16,220,10,0
v2,331,12,0,late,16,220,10,0
v2,331,12,1,late,16,220,10,0
v1,255,17,0,late,16,251,15,0
v1,255,17,1,late,16,251,15,0
v2,255,17,0,late,16,251,15,0
v2,255,17,1,late,16,251,15,0
v1,80,12,0,late,16,197,13,0
v1,80,12,1,late,16,197,13,0
v2,80,12,0,late,16,197,13,0
v2,80,12,1,late,16,197,13,0
v1,76,17,0,late,16,252,13,0
v1,76,17,1,late,16,252,13,0
v2,76,17,0,late,16,252,13,0
v2,76,17,1,late,16,252,13,0
v1,110,10,0,late,16,170,13,0
v1,110,10,1,late,16,170,13,0
v2,110,10,0,late,16,170,13,0
v2,110,10,1,late,16,170,13,0
v1,501,13,0,late,16,206,15,0
v1,501,13,1,late,16,206,15,0
v2,501,13,0,late,16,206,15,0
v2,501,13,1,late,16,206,15,0
v1,392,10,0,late,16,154,13,0
v1,392,10,1,late,16,154,13,0
v2,392,10,0,late,16,154,13,0
v2,392,10,1,late,16,154,13,0
v1,483,16,0,late,16,264,13,0
v1,483,16,1,late,16,264,13,0
v2,483,16,0,late,16,264,13,0
v2,483,16,1,late,16,264,13,0
v1,249,15,0,late,16,190,15,0
v1,249,15,1,late,16,190,15,0
v2,249,15,0,late,16,190,15,0
v2,249,15,1,late,16,190,15,0
v1,290,16,0,late,16,226,15,0
v1,290,16,1,late,16,226,15,0
v2,290,16,0,late,16,226,15,0
v2,290,16,1,late,16,226,15,0
v1,117,15,0,late,16,250,15,0
v1,117,15,1,late,16,250,15,0
v2,117,15,0,late,16,250,15,0
v2,117,15,1,late,16,250,15,0
v1,244,14,0,late,16,204,11,0
v1,244,14,1,late,16,204,11,0
v2,244,14,0,late,16,204,11,0
v2,244,14,1,late,16,204,11,0
v1,73,15,0,late,16,206,14,0
v1,73,15,1,late,16,206,14,0
v2,73,15,0,late,16,206,14,0
v2,73,15,1,late,16,206,14,0
v1,489,18,0,late,16,228,15,0
v1,489,18,1,late,16,228,15,0
v2,489,18,0,late,16,228,15,0
v2,489,18,1,late,16,228,15,0
v1,465,9,0,late,16,150,14,0
v1,465,9,1,late,16,150,14,0
v2,465,9,0,late,16,150,14,0
v2,465,9,1,late,16,150,14,0
v1,395,18,0,late,16,204,15,0
v1,395,18,1,late,16,204,15,0
v2,395,18,0,late,16,204,15,0
v2,395,18,1,late,16,204,15,0
v1,142,20,0,late,16,285,15,0
v1,142,20,1,late,16,285,15,0
v2,142,20,0,late,16,285,15,0
v2,142,20,1,late,16,285,15,0
v1,460,14,0,late,16,219,11,0
v1,460,14,1,late,16,219,11,0
v2,460,14,0,late,16,219,11,0
v2,460,14,1,late,16,219,11,0
v1,210,14,0,late,16,206,15,0
v1,210,14,1,late,16,206,15,0
v2,210,14,0,late,16,206,15,0
v2,210,14,1,late,16,206,15,0
v1,69,18,0,late,16,241,15,1
v1,69,18,1,late,16,241,15,1
v2,69,18,0,late,16,241,15,0
v2,69,18,1,late,16,241,15,0
v1,452,17,0,late,16,211,15,1
v1,452,17,1,late,16,211,15,0
v2,452,17,0,late,16,211,15,0
v2,452,17,1,late,16,211,15,0
v1,373,20,0,late,16,254,15,0
v1,373,20,1,late,16,254,15,0
v2,373,20,0,late,16,254,15,0
v2,373,20,1,late,16,254,15,0
v1,66,8,0,late,16,145,14,0
v1,66,8,1,late,16,145,14,0
v2,66,8,0,late,16,145,14,0
v2,66,8,1,late,16,145,14,0
v1,438,20,0,late,16,187,15,0
v1,438,20,1,late,16,187,15,1
v2,438,20,0,late,16,187,15,0
v2,438,20,1,late,16,187,15,0
v1,199,16,0,late,16,281,14,0
v1,199,16,1,late,16,281,14,0
v2,199,16,0,late,16,281,14,0
v2,199,16,1,late,16,281,14,0
v1,177,19,0,late,16,272,14,0
v1,177,19,1,late,16,272,14,0
v2,177,19,0,late,16,272,14,0
v2,177,19,1,late,16,272,14,0
v1,175,15,0,late,16,200,15,0
v1,175,15,1,late,16,200,15,0
v2,175,15,0,late,16,200,15,0
v2,175,15,1,late,16,200,15,0
v1,308,16,0,late,16,231,15,0
v1,308,16,1,late,16,231,15,0
v2,308,16,0,late,16,231,15,0
v2,308,16,1,late,16,231,15,0
v1,196,15,0,late,16,259,14,0
v1,196,15,1,late,16,259,14,0
v2,196,15,0,late,16,259,14,0
v2,196,15,1,late,16,259,14,0
v1,71,13,0,late,16,197,13,0
v1,71,13,1,late,16,197,13,0
v2,71,13,0,late,16,197,13,0
v2,71,13,1,late,16,197,13,0
v1,275,13,0,late,16,207,14,1
v1,275,13,1,late,16,207,14,0
v2,275,13,0,late,16,207,14,0
v2,275,13,1,late,16,207,14,0
v1,479,17,0,late,16,236,12,0
v1,479,17,1,late,16,236,12,0
v2,479,17,0,late,16,236,12,0
v2,479,17,1,late,16,236,12,0
v1,253,4,0,late,16,81,15,0
v1,253,4,1,late,16,81,15,0
v2,253,4,0,late,16,81,15,0
v2,253,4,1,late,16,81,15,0
v1,51,7,0,late,16,119,15,0
v1,51,7,1,late,16,119,15,0
v2,51,7,0,late,16,119,15,0
v2,51,7,1,late,16,119,15,0
v1,320,16,0,late,16,194,14,0
v1,320,16,1,late,16,194,14,0
v2,320,16,0,late,16,194,14,0
v2,320,16,1,late,16,194,14,0
v1,100,19,0,late,16,237,15,0
v1,100,19,1,late,16,237,15,0
v2,100,19,0,late,16,237,15,0
v2,100,19,1,late,16,237,15,0
v1,290,14,0,late,16,212,15,0
v1,290,14,1,late,16,212,15,0
v2,290,14,0,late,16,212,15,0
v2,290,14,1,late,16,212,15,0
v1,61,11,0,late,16,178,14,0
v1,61,11,1,late,16,178,14,0
v2,61,11,0,late,16,178,14,0
v2,61,11,1,late,16,178,14,0
v1,86,15,0,late,16,191,15,1
v1,86,15,1,late,16,191,15,0
v2,86,15,0,late,16,191,15,0
v2,86,15,1,late,16,191,15,0
v1,372,9,0,late,16,154,13,0
v1,372,9,1,late,16,154,13,0
v2,372,9,0,late,16,154,13,0
v2,372,9,1,late,16,154,13,0
v1,97,16,0,late,16,234,15,0
v1,97,16,1,late,16,234,15,0
v2,97,16,0,late,16,234,15,0
v2,97,16,1,late,16,234,15,0
v1,503,16,0,late,16,218,15,0
v1,503,16,1,late,16,218,15,0
v2,503,16,0,late,16,218,15,0
v2,503,16,1,late,16,218,15,0
v1,476,11,0,late,16,186,15,0
v1,476,11,1,late,16,186,15,0
v2,476,11,0,late,16,186,15,0
v2,476,11,1,late,16,186,15,0
v1,486,11,0,late,16,149,14,0
v1,486,11,1,late,16,149,14,0
v2,486,11,0,late,16,149,14,0
v2,486,11,1,late,16,149,14,0
v1,293,9,0,late,16,133,15,0
v1,293,9,1,late,16,133,15,0
v2,293,9,0,late,16,133,15,0
v2,293,9,1,late,16,133,15,0
v1,412,17,0,late,16,228,15,0
v1,412,17,1,late,16,228,15,1
v2,412,17,0,late,16,228,15,0
v2,412,17,1,late,16,228,15,0
v1,235,9,0,late,16,156,14,0
v1,235,9,1,late,16,156,14,0
v2,235,9,0,late,16,156,14,0
v2,235,9,1,late,16,156,14,0
v1,377,22,0,late,16,254,15,0
v1,377,22,1,late,16,254,15,0
v2,377,22,0,late,16,254,15,0
v2,377,22,1,late,16,254,15,0
v1,444,15,0,late,16,243,10,0
v1,444,15,1,late,16,243,10,0
v2,444,15,0,late,16,243,10,0
v2,444,15,1,late,16,243,10,0
v1,306,13,0,late,16,202,13,0
v1,306,13,1,late,16,202,13,0
v2,306,13,0,late,16,202,13,0
v2,306,13,1,late,16,202,13,0
v1,325,17,0,late,16,234,15,0
v1,325,17,1,late,16,234,15,0
v2,325,17,0,late,16,234,15,0
v2,325,17,1,late,16,234,15,0
v1,109,13,0,late,16,218,12,0
v1,109,13,1,late,16,218,12,0
v2,109,13,0,late,16,218,12,0
v2,109,13,1,late,16,218,12,0
v1,56,13,0,late,16,207,12,0
v1,56,13,1,late,16,207,12,0
v2,56,13,0,late,16,207,12,0
v2,56,13,1,late,16,207,12,0
v1,51,6,0,late,16,107,15,0
v1,51,6,1,late,16,107,15,1
v2,51,6,0,late,16,107,15,0
v2,51,6,1,late,16,107,15,0
v1,61,14,0,late,16,208,15,0
v1,61,14,1,late,16,208,15,0
v2,61,14,0,late,16,208,15,0
v2,61,14,1,late,16,208,15,0
v1,118,15,0,late,16,201,15,1
v1,118,15,1,late,16,201,15,0
v2,118,15,0,late,16,201,15,0
v2,118,15,1,late,16,201,15,0
v1,417,21,0,late,16,223,15,0
v1,417,21,1,late,16,223,15,0
v2,417,21,0,late,16,223,15,0
v2,417,21,1,late,16,223,15,0
v1,313,18,0,late,16,214,15,0
v1,313,18,1,late,16,214,15,1
v2,313,18,0,late,16,214,15,0
v2,313,18,1,late,16,214,15,0
v1,274,14,0,late,16,208,13,0
v1,274,14,1,late,16,208,13,0
v2,274,14,0,late,16,208,13,0
v2,274,14,1,late,16,208,13,0
v1,133,15,0,late,16,243,14,0
v1,133,15,1,late,16,243,14,1
v2,133,15,0,late,16,243,14,0
v2,133,15,1,late,16,243,14,0
v1,495,13,0,late,16,210,13,0
v1,495,13,1,late,16,210,13,0
v2,495,13,0,late,16,210,13,0
v2,495,13,1,late,16,210,13,0
v1,424,19,0,late,16,263,15,0
v1,424,19,1,late,16,263,15,0
v2,424,19,0,late,16,263,15,0
v2,424,19,1,late,16,263,15,0
v1,294,18,0,late,16,258,13,0
v1,294,18,1,late,16,258,13,0
v2,294,18,0,late,16,258,13,0
v2,294,18,1,late,16,258,13,0
v1,464,13,0,late,16,196,15,0
v1,464,13,1,late,16,196,15,0
v2,464,13,0,late,16,196,15,0
v2,464,13,1,late,16,196,15,0
v1,177,14,0,late,16,223,13,0
v1,177,14,1,late,16,223,13,0
v2,177,14,0,late,16,223,13,0
v2,177,14,1,late,16,223,13,0
v1,474,14,0,late,16,198,14,0
v1,474,14,1,late,16,198,14,1
v2,474,14,0,late,16,198,14,0
v2,474,14,1,late,16,198,14,0
v1,494,17,0,late,16,229,14,0
v1,494,17,1,late,16,229,14,0
v2,494,17,0,late,16,229,14,0
v2,494,17,1,late,16,229,14,0
v1,34,15,0,late,16,205,15,0
v1,34,15,1,late,16,205,15,0
v2,34,15,0,late,16,205,15,0
v2,34,15,1,late,16,205,15,0
v1,361,17,0,late,16,227,15,0
v1,361,17,1,late,16,227,15,0
v2,361,17,0,late,16,227,15,0
v2,361,17,1,late,16,227,15,0
v1,183,18,0,late,16,253,15,0
v1,183,18,1,late,16,253,15,0
v2,183,18,0,late,16,253,15,0
v2,183,18,1,late,16,253,15,0
v1,77,16,0,late,16,255,14,0
v1,77,16,1,late,16,255,14,0
v2,77,16,0,late,16,255,14,0
v2,77,16,1,late,16,255,14,0
v1,486,12,0,late,16,157,14,0
v1,486,12,1,late,16,157,14,0
v2,486,12,0,late,16,157,14,0
v2,486,12,1,late,16,157,14,0
v1,288,17,0,late,16,268,10,0
v1,288,17,1,late,16,268,10,0
v2,288,17,0,late,16,268,10,0
v2,288,17,1,late,16,268,10,0
v1,114,12,0,late,16,177,15,0
v1,114,12,1,late,16,177,15,1
v2,114,12,0,late,16,177,15,0
v2,114,12,1,late,16,177,15,0
v1,470,16,0,late,16,226,14,0
v1,470,16,1,late,16,226,14,0
v2,470,16,0,late,16,226,14,0
v2,470,16,1,late,16,226,14,0
v1,309,17,0,late,16,191,15,0
v1,309,17,1,late,16,191,15,0
v2,309,17,0,late,16,191,15,0
v2,309,17,1,late,16,191,15,0
v1,2,16,0,late,16,267,10,0
v1,2,16,1,late,16,267,10,0
